facility_id ,facility_category                                                                               ,facility_size      ,state                           ,city                                              ,phone       ,is_premium ,premium_since ,is_churn ,churn_since
      14400 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,cuauhtemoc                                        ,9979692092  ,         1 ,3/18/2020     ,0        ,na
      14480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,cuauhtemoc                                        ,0           ,         0 ,na            ,na       ,na
      14560 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,xochimilco                                        ,0           ,         1 ,11/1/2022     ,1        ,12/12/2022
      14640 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,iztapalapa                                        ,0           ,         0 ,na            ,na       ,na
      14720 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,benito juarez                                     ,0           ,         1 ,7/8/2022      ,0        ,na
      14800 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,chiapas                         ,tuxtla gutierrez                                  ,9611936919  ,         1 ,4/8/2020      ,1        ,7/5/2020
      14880 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,ciudad de mexico                ,benito juarez                                     ,99133611    ,         0 ,na            ,na       ,na
      14960 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,xochimilco                                        ,0           ,         0 ,na            ,na       ,na
      15040 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,chiapas                         ,tuxtla gutierrez                                  ,9616126211  ,         1 ,9/22/2022     ,1        ,12/2/2022
      15120 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,chiapas                         ,tuxtla gutierrez                                  ,9611776196  ,         0 ,na            ,na       ,na
      15200 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,ciudad de mexico                ,alvaro obregon                                    ,9996601760  ,         0 ,na            ,na       ,na
      15280 ,consultorios dentales del sector privado                                                        ,6 a 10 personas    ,ciudad de mexico                ,coyoacan                                          ,966123      ,         1 ,2/9/2021      ,1        ,8/7/2022
      15360 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,ciudad de mexico                ,iztacalco                                         ,0           ,         1 ,6/27/2022     ,1        ,10/28/2022
      15440 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,gustavo a. madero                                 ,0           ,         0 ,na            ,na       ,na
      15520 ,laboratorios medicos y de diagnostico del sector privado                                        ,11 a 30 personas   ,ciudad de mexico                ,cuauhtemoc                                        ,99996219    ,         1 ,11/11/2020    ,0        ,na
      15600 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,azcapotzalco                                      ,0           ,         0 ,na            ,na       ,na
      15680 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,milpa alta                                        ,0           ,         1 ,4/18/2021     ,0        ,na
      15760 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,ciudad de mexico                ,cuauhtemoc                                        ,0           ,         1 ,7/21/2020     ,1        ,7/28/2022
      15840 ,hospitales del sector privado de otras especialidades medicas                                   ,0 a 5 personas     ,ciudad de mexico                ,cuajimalpa de morelos                             ,9922993911  ,         0 ,na            ,na       ,na
      15920 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,tlalpan                                           ,0           ,         0 ,na            ,na       ,na
      16000 ,clinicas de consultorios medicos del sector privado                                             ,0 a 5 personas     ,chihuahua                       ,chihuahua                                         ,6111792296  ,         1 ,2/7/2021      ,0        ,na
      16080 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,ciudad de mexico                ,gustavo a. madero                                 ,0           ,         0 ,na            ,na       ,na
      16160 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,chihuahua                       ,cuauhtemoc                                        ,6299621616  ,         1 ,1/21/2022     ,1        ,7/20/2022
      16240 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,benito juarez                                     ,0           ,         1 ,11/15/2020    ,0        ,na
      16320 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,gustavo a. madero                                 ,0           ,         1 ,8/3/2020      ,1        ,9/2/2022
      16400 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,iztapalapa                                        ,99231199    ,         1 ,3/5/2022      ,1        ,11/13/2022
      16480 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,chihuahua                       ,juarez                                            ,6962172119  ,         0 ,na            ,na       ,na
      16560 ,consultorios de optometria                                                                      ,0 a 5 personas     ,ciudad de mexico                ,benito juarez                                     ,0           ,         0 ,na            ,na       ,na
      16640 ,consultorios de optometria                                                                      ,0 a 5 personas     ,ciudad de mexico                ,iztapalapa                                        ,0           ,         0 ,na            ,na       ,na
      16720 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,chihuahua                       ,chihuahua                                         ,6111161797  ,         0 ,na            ,na       ,na
      16800 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,ciudad de mexico                ,benito juarez                                     ,9999903219  ,         1 ,2/2/2021      ,1        ,6/26/2022
      16880 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,ciudad de mexico                ,azcapotzalco                                      ,0           ,         0 ,na            ,na       ,na
      16960 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,ciudad de mexico                ,miguel hidalgo                                    ,0           ,         0 ,na            ,na       ,na
      17040 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,ciudad de mexico                ,gustavo a. madero                                 ,0           ,         1 ,9/8/2021      ,1        ,12/19/2021
      17120 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,ciudad de mexico                ,cuauhtemoc                                        ,996667      ,         1 ,11/8/2020     ,0        ,na
      17200 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,chihuahua                       ,chihuahua                                         ,6111112922  ,         0 ,na            ,na       ,na
      17280 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,ciudad de mexico                ,gustavo a. madero                                 ,99611969    ,         1 ,9/10/2020     ,1        ,3/21/2021
      17360 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,ciudad de mexico                ,milpa alta                                        ,0           ,         0 ,na            ,na       ,na
      17440 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,chihuahua                       ,chihuahua                                         ,6111997717  ,         1 ,2/7/2021      ,1        ,6/27/2022
      17520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,chihuahua                       ,delicias                                          ,6391369323  ,         1 ,12/18/2021    ,1        ,1/26/2022
      17600 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,durango                         ,durango                                           ,6162199671  ,         0 ,na            ,na       ,na
      17680 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,chihuahua                       ,juarez                                            ,6961393177  ,         1 ,7/29/2022     ,0        ,na
      17760 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,durango                         ,nazas                                             ,67197936    ,         0 ,na            ,na       ,na
      17840 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,durango                         ,durango                                           ,0           ,         0 ,na            ,na       ,na
      17920 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,durango                         ,durango                                           ,6009116666  ,         0 ,na            ,na       ,na
      18000 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,durango                         ,durango                                           ,0           ,         1 ,7/3/2020      ,0        ,na
      18080 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,chihuahua                       ,juarez                                            ,6966611723  ,         1 ,11/23/2022    ,1        ,12/3/2022
      18160 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guanajuato                      ,celaya                                            ,0           ,         1 ,5/26/2020     ,1        ,8/3/2021
      18240 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,guanajuato                      ,valle de santiago                                 ,19612912    ,         1 ,7/12/2020     ,1        ,8/2/2022
      18320 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,guanajuato                      ,guanajuato                                        ,0           ,         1 ,5/3/2021      ,0        ,na
      18400 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,guanajuato                      ,irapuato                                          ,1622176919  ,         0 ,na            ,na       ,na
      18480 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,chihuahua                       ,chihuahua                                         ,6111979692  ,         1 ,10/12/2021    ,1        ,10/16/2022
      18560 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guanajuato                      ,cortazar                                          ,0           ,         0 ,na            ,na       ,na
      18640 ,consultorios de optometria                                                                      ,0 a 5 personas     ,chihuahua                       ,juarez                                            ,6961166669  ,         1 ,3/20/2021     ,1        ,4/3/2021
      18720 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guanajuato                      ,celaya                                            ,0           ,         1 ,3/23/2022     ,0        ,na
      18800 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,guanajuato                      ,leon                                              ,1776066979  ,         0 ,na            ,na       ,na
      18880 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         0 ,na            ,na       ,na
      18960 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         0 ,na            ,na       ,na
      19040 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         0 ,na            ,na       ,na
      19120 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guanajuato                      ,silao de la victoria                              ,0           ,         1 ,10/5/2022     ,0        ,na
      19200 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guanajuato                      ,salamanca                                         ,0           ,         0 ,na            ,na       ,na
      19280 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guanajuato                      ,dolores hidalgo cuna de la independencia nacional ,0           ,         0 ,na            ,na       ,na
      19360 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         0 ,na            ,na       ,na
      19440 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guanajuato                      ,silao de la victoria                              ,0           ,         0 ,na            ,na       ,na
      19520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         0 ,na            ,na       ,na
      19600 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         1 ,1/18/2020     ,0        ,na
      19680 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guanajuato                      ,guanajuato                                        ,1731023100  ,         1 ,4/20/2020     ,0        ,na
      19760 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,guanajuato                      ,cortazar                                          ,0           ,         1 ,10/24/2020    ,0        ,na
      19840 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         0 ,na            ,na       ,na
      19920 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,guanajuato                      ,celaya                                            ,0           ,         0 ,na            ,na       ,na
      20000 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,ciudad de mexico                ,gustavo a. madero                                 ,9929766663  ,         1 ,3/18/2020     ,1        ,10/1/2022
      20080 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,guanajuato                      ,leon                                              ,1779620192  ,         0 ,na            ,na       ,na
      20160 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         0 ,na            ,na       ,na
      20240 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guanajuato                      ,leon                                              ,177729      ,         1 ,3/19/2021     ,0        ,na
      20320 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,gustavo a. madero                                 ,9997613977  ,         0 ,na            ,na       ,na
      20400 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,guanajuato                      ,apaseo el grande                                  ,0           ,         1 ,11/9/2021     ,0        ,na
      20480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guanajuato                      ,irapuato                                          ,0           ,         0 ,na            ,na       ,na
      20560 ,laboratorios medicos y de diagnostico del sector privado                                        ,6 a 10 personas    ,guanajuato                      ,leon                                              ,0           ,         1 ,10/1/2022     ,0        ,na
      20640 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,guanajuato                      ,san jose iturbide                                 ,0           ,         0 ,na            ,na       ,na
      20720 ,hospitales del sector privado de otras especialidades medicas                                   ,0 a 5 personas     ,guanajuato                      ,leon                                              ,1776370997  ,         0 ,na            ,na       ,na
      20800 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,guanajuato                      ,irapuato                                          ,0           ,         1 ,7/22/2020     ,0        ,na
      20880 ,consultorios de optometria                                                                      ,0 a 5 personas     ,guanajuato                      ,celaya                                            ,1612670103  ,         1 ,10/22/2021    ,0        ,na
      20960 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,guanajuato                      ,manuel doblado                                    ,131666      ,         0 ,na            ,na       ,na
      21040 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         0 ,na            ,na       ,na
      21120 ,clinicas de consultorios medicos del sector privado                                             ,0 a 5 personas     ,guanajuato                      ,leon                                              ,0           ,         1 ,1/9/2020      ,1        ,6/16/2022
      21200 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,guanajuato                      ,irapuato                                          ,0           ,         1 ,4/7/2021      ,0        ,na
      21280 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,guerrero                        ,chilpancingo de los bravo                         ,71711962    ,         1 ,4/30/2020     ,1        ,8/2/2022
      21360 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guerrero                        ,acapulco de juarez                                ,711113      ,         0 ,na            ,na       ,na
      21440 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guerrero                        ,acapulco de juarez                                ,0           ,         1 ,4/7/2021      ,0        ,na
      21520 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guerrero                        ,huitzuco de los figueroa                          ,0           ,         1 ,6/19/2022     ,0        ,na
      21600 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,guerrero                        ,acapulco de juarez                                ,0           ,         1 ,11/5/2021     ,0        ,na
      21680 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,guerrero                        ,chilpancingo de los bravo                         ,0           ,         0 ,na            ,na       ,na
      21760 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,ciudad de mexico                ,benito juarez                                     ,9991332116  ,         1 ,1/2/2022      ,1        ,1/23/2022
      21840 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,guerrero                        ,general heliodoro castillo                        ,0           ,         1 ,4/25/2021     ,0        ,na
      21920 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,guerrero                        ,iguala de la independencia                        ,7331069299  ,         1 ,7/17/2021     ,1        ,2/14/2022
      22000 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,guerrero                        ,chilpancingo de los bravo                         ,0           ,         0 ,na            ,na       ,na
      22080 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,guerrero                        ,olinala                                           ,79663179    ,         1 ,2/25/2021     ,0        ,na
      22160 ,consultorios de optometria                                                                      ,0 a 5 personas     ,guerrero                        ,san marcos                                        ,0           ,         0 ,na            ,na       ,na
      22240 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,ciudad de mexico                ,cuauhtemoc                                        ,9939999192  ,         0 ,na            ,na       ,na
      22320 ,consultorios de optometria                                                                      ,6 a 10 personas    ,hidalgo                         ,mineral de la reforma                             ,0           ,         0 ,na            ,na       ,na
      22400 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,hidalgo                         ,tulancingo de bravo                               ,0           ,         0 ,na            ,na       ,na
      22480 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,hidalgo                         ,pachuca de soto                                   ,0           ,         1 ,6/1/2020      ,0        ,na
      22560 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,iztapalapa                                        ,9996921111  ,         0 ,na            ,na       ,na
      22640 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,hidalgo                         ,tulancingo de bravo                               ,7791267133  ,         0 ,na            ,na       ,na
      22720 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,hidalgo                         ,tepeji del rio de ocampo                          ,77316963    ,         1 ,7/3/2020      ,0        ,na
      22800 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,cuajimalpa de morelos                             ,9937261331  ,         0 ,na            ,na       ,na
      22880 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,hidalgo                         ,atotonilco el grande                              ,77197169    ,         0 ,na            ,na       ,na
      22960 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,hidalgo                         ,zempoala                                          ,77919992    ,         1 ,4/9/2022      ,0        ,na
      23040 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,hidalgo                         ,zacualtipan de angeles                            ,0           ,         0 ,na            ,na       ,na
      23120 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,hidalgo                         ,zimapan                                           ,0           ,         0 ,na            ,na       ,na
      23200 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,hidalgo                         ,atotonilco de tula                                ,77311711    ,         0 ,na            ,na       ,na
      23280 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,hidalgo                         ,atitalaquia                                       ,0           ,         1 ,10/2/2021     ,1        ,10/12/2021
      23360 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,hidalgo                         ,pachuca de soto                                   ,0           ,         1 ,11/27/2020    ,0        ,na
      23440 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,hidalgo                         ,calnali                                           ,0           ,         1 ,10/25/2021    ,0        ,na
      23520 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,hidalgo                         ,tepeji del rio de ocampo                          ,773117      ,         0 ,na            ,na       ,na
      23600 ,consultorios de optometria                                                                      ,0 a 5 personas     ,hidalgo                         ,pachuca de soto                                   ,7717021669  ,         0 ,na            ,na       ,na
      23680 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,hidalgo                         ,pachuca de soto                                   ,7712110969  ,         0 ,na            ,na       ,na
      23760 ,consultorios de optometria                                                                      ,0 a 5 personas     ,hidalgo                         ,tepeji del rio de ocampo                          ,0           ,         0 ,na            ,na       ,na
      23840 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,hidalgo                         ,ixmiquilpan                                       ,0           ,         0 ,na            ,na       ,na
      23920 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,jalisco                         ,etzatlan                                          ,0           ,         1 ,7/25/2020     ,1        ,2/6/2022
      24000 ,consultorios de quiropractica del sector privado                                                ,0 a 5 personas     ,jalisco                         ,autlan de navarro                                 ,0           ,         1 ,1/24/2021     ,0        ,na
      24080 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         0 ,na            ,na       ,na
      24160 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,cuauhtemoc                                        ,9992611296  ,         0 ,na            ,na       ,na
      24240 ,clinicas de consultorios medicos del sector privado                                             ,6 a 10 personas    ,jalisco                         ,tala                                              ,3611396279  ,         0 ,na            ,na       ,na
      24320 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,iztapalapa                                        ,9937361176  ,         1 ,11/9/2020     ,1        ,1/7/2022
      24400 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,0           ,         0 ,na            ,na       ,na
      24480 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,jalisco                         ,jalostotitlan                                     ,1311030191  ,         1 ,8/18/2021     ,0        ,na
      24560 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,jalisco                         ,tepatitlan de morelos                             ,3767        ,         0 ,na            ,na       ,na
      24640 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,iztapalapa                                        ,9932667166  ,         0 ,na            ,na       ,na
      24720 ,consultorios de nutriologos y dietistas del sector privado                                      ,11 a 30 personas   ,jalisco                         ,zapopan                                           ,0           ,         1 ,6/12/2021     ,1        ,10/23/2022
      24800 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,jalisco                         ,tala                                              ,33321311    ,         1 ,4/22/2022     ,0        ,na
      24880 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,ciudad de mexico                ,venustiano carranza                               ,9997621691  ,         1 ,4/17/2021     ,0        ,na
      24960 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         0 ,na            ,na       ,na
      25040 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,ciudad de mexico                ,cuajimalpa de morelos                             ,9963979916  ,         1 ,11/22/2020    ,0        ,na
      25120 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,ciudad de mexico                ,cuauhtemoc                                        ,9911661766  ,         0 ,na            ,na       ,na
      25200 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,jalisco                         ,arandas                                           ,0           ,         0 ,na            ,na       ,na
      25280 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,jalisco                         ,cocula                                            ,0           ,         0 ,na            ,na       ,na
      25360 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,jalisco                         ,ameca                                             ,3797609910  ,         0 ,na            ,na       ,na
      25440 ,clinicas de consultorios medicos del sector privado                                             ,0 a 5 personas     ,jalisco                         ,puerto vallarta                                   ,0           ,         0 ,na            ,na       ,na
      25520 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,jalisco                         ,zacoalco de torres                                ,0           ,         1 ,12/9/2020     ,0        ,na
      25600 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         1 ,1/20/2021     ,1        ,8/25/2021
      25680 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,ciudad de mexico                ,gustavo a. madero                                 ,9993921166  ,         0 ,na            ,na       ,na
      25760 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         0 ,na            ,na       ,na
      25840 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,jalisco                         ,lagos de moreno                                   ,0           ,         0 ,na            ,na       ,na
      25920 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,0           ,         1 ,5/10/2020     ,0        ,na
      26000 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,ciudad de mexico                ,xochimilco                                        ,9991691332  ,         0 ,na            ,na       ,na
      26080 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,jalisco                         ,ocotlan                                           ,0           ,         1 ,6/4/2020      ,0        ,na
      26160 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,3317161990  ,         0 ,na            ,na       ,na
      26240 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,jalisco                         ,cuquio                                            ,3737966361  ,         1 ,11/2/2020     ,1        ,5/23/2021
      26320 ,consultorios de optometria                                                                      ,0 a 5 personas     ,jalisco                         ,puerto vallarta                                   ,3222299603  ,         1 ,1/23/2020     ,0        ,na
      26400 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,jalisco                         ,tonala                                            ,0           ,         0 ,na            ,na       ,na
      26480 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,319193      ,         0 ,na            ,na       ,na
      26560 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,jalisco                         ,la barca                                          ,39362712    ,         0 ,na            ,na       ,na
      26640 ,laboratorios medicos y de diagnostico del sector privado                                        ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         0 ,na            ,na       ,na
      26720 ,consultorios de medicina general del sector privado                                             ,0 a 5 personas     ,jalisco                         ,la huerta                                         ,319131      ,         0 ,na            ,na       ,na
      26800 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,3330701000  ,         0 ,na            ,na       ,na
      26880 ,hospitales generales del sector privado                                                         ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,0           ,         1 ,2/13/2021     ,0        ,na
      26960 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,jalisco                         ,ameca                                             ,3321996663  ,         1 ,9/9/2022      ,0        ,na
      27040 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,ciudad de mexico                ,iztacalco                                         ,9966172316  ,         0 ,na            ,na       ,na
      27120 ,consultorios de optometria                                                                      ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,3316911693  ,         0 ,na            ,na       ,na
      27200 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         1 ,6/12/2022     ,0        ,na
      27280 ,consultorios de medicina especializada del sector privado                                       ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         1 ,11/7/2021     ,1        ,12/22/2022
      27360 ,consultorios de psicologia del sector privado                                                   ,0 a 5 personas     ,jalisco                         ,guadalajara                                       ,0           ,         1 ,8/20/2022     ,1        ,12/8/2022
      27440 ,"consultorios del sector privado de audiologia y de terapia ocupacional, fisica y del lenguaje" ,0 a 5 personas     ,jalisco                         ,ocotlan                                           ,0           ,         0 ,na            ,na       ,na
      27520 ,consultorios de nutriologos y dietistas del sector privado                                      ,0 a 5 personas     ,jalisco                         ,zapopan                                           ,3313        ,         1 ,12/5/2020     ,0        ,na
      27600 ,consultorios dentales del sector privado                                                        ,0 a 5 personas     ,jalisco                         ,tlajomulco de zuniga                              ,3312        ,         0 ,na            ,na       ,na
      27680 ,otros consultorios del sector privado para el cuidado de la salud                               ,0 a 5 personas     ,jalisco                         ,ameca                                             ,0           ,         1 ,10/24/2021    ,1        ,1/14/2022
      27760 ,consultorios dentales del sector privado                                                        ,6 a 10 personas    ,jalisco                         ,guadalajara                                       ,0           ,         1 ,7/13/2021     ,0        ,na
